image,group,class,bbox_x,bbox_y,bbox_h,bbox_w,kp1_x,kp1_y,kp2_x,kp2_y
Aderemi/mask/Aderemi_1616416291.jpg,Aderemi,MASK,226,133,0,0,293,252,393,257
Aderemi/mask/Aderemi_1616416284.jpg,Aderemi,MASK,207,142,0,0,284,252,391,262
Aderemi/mask/Aderemi_1616416333.jpg,Aderemi,MASK,231,89,0,0,270,193,358,226
Aderemi/mask/Aderemi_1616416469.jpg,Aderemi,MASK,221,106,0,0,332,225,428,234
Aderemi/mask/Aderemi_1616416292.jpg,Aderemi,MASK,231,128,0,0,298,247,397,262
Aderemi/mask/Aderemi_1616416286.jpg,Aderemi,MASK,216,144,0,0,286,253,393,263
Aderemi/mask/Aderemi_1616416287.jpg,Aderemi,MASK,219,139,0,0,289,253,390,258
Aderemi/mask/Aderemi_1616416301.jpg,Aderemi,MASK,218,125,0,0,285,269,386,259
Aderemi/mask/Aderemi_1616416467.jpg,Aderemi,MASK,194,97,0,0,301,237,408,240
Aderemi/mask/Aderemi_1616416261.jpg,Aderemi,MASK,255,171,0,0,331,274,427,281
Aderemi/mask/Aderemi_1616416300.jpg,Aderemi,MASK,233,126,0,0,311,247,416,235
Aderemi/mask/Aderemi_1616416466.jpg,Aderemi,MASK,204,102,0,0,257,250,376,258
Aderemi/mask/Aderemi_1616416464.jpg,Aderemi,MASK,211,100,0,0,285,228,394,242
Aderemi/mask/Aderemi_1616416302.jpg,Aderemi,MASK,189,132,0,0,288,271,389,250
Aderemi/mask/Aderemi_1616416289.jpg,Aderemi,MASK,220,126,0,0,284,240,386,262
Aderemi/mask/Aderemi_1616416262.jpg,Aderemi,MASK,244,174,0,0,334,277,431,283
Aderemi/mask/Aderemi_1616416263.jpg,Aderemi,MASK,236,165,0,0,341,272,440,283
Aderemi/mask/Aderemi_1616416465.jpg,Aderemi,MASK,198,105,0,0,259,246,376,257
Aderemi/mask/Aderemi_1616416303.jpg,Aderemi,MASK,218,137,0,0,290,264,397,260
Aderemi/mask/Aderemi_1616416471.jpg,Aderemi,MASK,200,122,0,0,334,238,418,239
Aderemi/mask/Aderemi_1616416475.jpg,Aderemi,MASK,215,121,0,0,286,234,388,255
Aderemi/mask/Aderemi_1616416307.jpg,Aderemi,MASK,188,143,0,0,290,257,376,272
Aderemi/mask/Aderemi_1616416461.jpg,Aderemi,MASK,209,129,0,0,276,273,396,284
Aderemi/mask/Aderemi_1616416298.jpg,Aderemi,MASK,222,136,0,0,296,249,392,262
Aderemi/mask/Aderemi_1616416267.jpg,Aderemi,MASK,288,168,0,0,350,270,439,283
Aderemi/mask/Aderemi_1616416266.jpg,Aderemi,MASK,283,170,0,0,348,269,442,293
Aderemi/mask/Aderemi_1616416474.jpg,Aderemi,MASK,212,123,0,0,276,239,381,247
Aderemi/mask/Aderemi_1616416338.jpg,Aderemi,MASK,201,97,0,0,229,181,310,183
Aderemi/mask/Aderemi_1616416462.jpg,Aderemi,MASK,197,124,0,0,272,274,384,270
Aderemi/mask/Aderemi_1616416304.jpg,Aderemi,MASK,220,123,0,0,293,262,392,251
Aderemi/mask/Aderemi_1616416310.jpg,Aderemi,MASK,161,143,0,0,266,245,362,267
Aderemi/mask/Aderemi_1616416270.jpg,Aderemi,MASK,254,197,0,0,341,284,423,294
Aderemi/mask/Aderemi_1616416264.jpg,Aderemi,MASK,272,139,0,0,368,240,471,254
Aderemi/mask/Aderemi_1616416265.jpg,Aderemi,MASK,228,147,0,0,279,264,387,274
Aderemi/mask/Aderemi_1616416259.jpg,Aderemi,MASK,244,172,0,0,341,287,429,286
Aderemi/mask/Aderemi_1616416311.jpg,Aderemi,MASK,170,131,0,0,274,265,363,267
Aderemi/mask/Aderemi_1616416477.jpg,Aderemi,MASK,227,116,0,0,283,232,383,258
Aderemi/mask/Aderemi_1616416463.jpg,Aderemi,MASK,217,117,0,0,294,209,395,227
Aderemi/mask/Aderemi_1616416305.jpg,Aderemi,MASK,222,128,0,0,282,263,388,253
Aderemi/mask/Aderemi_1616416339.jpg,Aderemi,MASK,203,81,0,0,251,178,334,187
Aderemi/mask/Aderemi_1616416389.jpg,Aderemi,MASK,230,91,0,0,297,183,416,212
Aderemi/mask/Aderemi_1616416404.jpg,Aderemi,MASK,160,80,0,0,251,203,359,210
Aderemi/mask/Aderemi_1616416362.jpg,Aderemi,MASK,183,142,0,0,321,324,471,338
Aderemi/mask/Aderemi_1616416376.jpg,Aderemi,MASK,148,85,0,0,207,201,304,207
Aderemi/mask/Aderemi_1616416377.jpg,Aderemi,MASK,124,75,0,0,196,197,290,208
Aderemi/mask/Aderemi_1616416405.jpg,Aderemi,MASK,193,84,0,0,267,217,375,244
Aderemi/mask/Aderemi_1616416348.jpg,Aderemi,MASK,170,98,0,0,220,222,319,216
Aderemi/mask/Aderemi_1616416406.jpg,Aderemi,MASK,199,84,0,0,270,215,379,246
Aderemi/mask/Aderemi_1616416374.jpg,Aderemi,MASK,108,85,0,0,194,201,297,205
Aderemi/mask/Aderemi_1616416358.jpg,Aderemi,MASK,149,140,0,0,238,233,331,246
Aderemi/mask/Aderemi_1616416370.jpg,Aderemi,MASK,168,74,0,0,276,247,381,256
Aderemi/mask/Aderemi_1616416402.jpg,Aderemi,MASK,139,98,0,0,230,220,337,216
Aderemi/mask/Aderemi_1616416364.jpg,Aderemi,MASK,199,67,0,0,316,186,441,201
Aderemi/mask/Aderemi_1616416365.jpg,Aderemi,MASK,245,38,0,0,339,113,444,135
Aderemi/mask/Aderemi_1616416359.jpg,Aderemi,MASK,166,123,0,0,253,247,336,261
Aderemi/mask/Aderemi_1616416401.jpg,Aderemi,MASK,107,103,0,0,230,235,320,210
Aderemi/mask/Aderemi_1616416373.jpg,Aderemi,MASK,144,64,0,0,183,182,271,187
Aderemi/mask/Aderemi_1616416366.jpg,Aderemi,MASK,245,59,0,0,334,128,444,145
Aderemi/mask/Aderemi_1616416400.jpg,Aderemi,MASK,106,129,0,0,271,184,304,181
Aderemi/no_mask/Aderemi_1616415845.jpg,Aderemi,NO_MASK,276,111,0,0,396,247,469,268
Aderemi/no_mask/Aderemi_1616415676.jpg,Aderemi,NO_MASK,249,121,0,0,323,237,418,237
Aderemi/no_mask/Aderemi_1616415702.jpg,Aderemi,NO_MASK,248,131,0,0,318,243,400,246
Aderemi/no_mask/Aderemi_1616415850.jpg,Aderemi,NO_MASK,292,115,0,0,338,245,429,272
Aderemi/no_mask/Aderemi_1616415846.jpg,Aderemi,NO_MASK,269,123,0,0,367,251,460,269
Aderemi/no_mask/Aderemi_1616415852.jpg,Aderemi,NO_MASK,248,122,0,0,293,241,379,252
Aderemi/no_mask/Aderemi_1616415675.jpg,Aderemi,NO_MASK,241,123,0,0,328,239,426,238
Aderemi/no_mask/Aderemi_1616415338.jpg,Aderemi,NO_MASK,256,156,0,0,332,274,430,282
Aderemi/no_mask/Aderemi_1616415674.jpg,Aderemi,NO_MASK,258,121,0,0,320,233,421,242
Aderemi/no_mask/Aderemi_1616415853.jpg,Aderemi,NO_MASK,221,138,0,0,350,248,427,239
Aderemi/no_mask/Aderemi_1616415670.jpg,Aderemi,NO_MASK,258,141,0,0,332,254,425,258
Aderemi/no_mask/Aderemi_1616415328.jpg,Aderemi,NO_MASK,209,140,0,0,290,268,368,255
Aderemi/no_mask/Aderemi_1616415329.jpg,Aderemi,NO_MASK,222,139,0,0,246,276,315,247
Aderemi/no_mask/Aderemi_1616415671.jpg,Aderemi,NO_MASK,245,105,0,0,337,249,427,255
Aderemi/no_mask/Aderemi_1616415842.jpg,Aderemi,NO_MASK,237,106,0,0,314,237,401,256
Aderemi/no_mask/Aderemi_1616415854.jpg,Aderemi,NO_MASK,218,125,0,0,355,254,430,242
Aderemi/no_mask/Aderemi_1616415673.jpg,Aderemi,NO_MASK,244,110,0,0,330,234,423,244
Aderemi/no_mask/Aderemi_1616415667.jpg,Aderemi,NO_MASK,258,120,0,0,343,239,431,245
Aderemi/no_mask/Aderemi_1616415707.jpg,Aderemi,NO_MASK,227,125,0,0,271,234,358,243
Aderemi/no_mask/Aderemi_1616415706.jpg,Aderemi,NO_MASK,226,131,0,0,294,250,389,259
Aderemi/no_mask/Aderemi_1616415666.jpg,Aderemi,NO_MASK,260,115,0,0,336,245,425,244
Aderemi/no_mask/Aderemi_1616415699.jpg,Aderemi,NO_MASK,234,116,0,0,299,234,387,245
Aderemi/no_mask/Aderemi_1616415359.jpg,Aderemi,NO_MASK,194,108,0,0,273,235,353,242
Aderemi/no_mask/Aderemi_1616415371.jpg,Aderemi,NO_MASK,180,111,0,0,257,233,362,226
Aderemi/no_mask/Aderemi_1616415365.jpg,Aderemi,NO_MASK,218,126,0,0,303,239,385,251
Aderemi/no_mask/Aderemi_1616415370.jpg,Aderemi,NO_MASK,180,115,0,0,263,229,361,227
Aderemi/no_mask/Aderemi_1616415358.jpg,Aderemi,NO_MASK,154,108,0,0,265,242,361,229
Aderemi/no_mask/Aderemi_1616415366.jpg,Aderemi,NO_MASK,204,129,0,0,297,245,390,248
Aderemi/no_mask/Aderemi_1616415372.jpg,Aderemi,NO_MASK,179,114,0,0,255,228,357,231
Aderemi/no_mask/Aderemi_1616415367.jpg,Aderemi,NO_MASK,170,124,0,0,245,257,337,250
Aderemi/no_mask/Aderemi_1616415834.jpg,Aderemi,NO_MASK,251,128,0,0,351,240,434,253
Aderemi/no_mask/Aderemi_1616415388.jpg,Aderemi,NO_MASK,199,117,0,0,257,255,349,255
Aderemi/no_mask/Aderemi_1616415377.jpg,Aderemi,NO_MASK,195,107,0,0,274,250,353,257
Aderemi/no_mask/Aderemi_1616415376.jpg,Aderemi,NO_MASK,202,134,0,0,267,249,355,249
Aderemi/no_mask/Aderemi_1616415389.jpg,Aderemi,NO_MASK,199,125,0,0,264,257,357,256
Aderemi/no_mask/Aderemi_1616415837.jpg,Aderemi,NO_MASK,237,108,0,0,303,239,401,257
Aderemi/no_mask/Aderemi_1616415374.jpg,Aderemi,NO_MASK,185,107,0,0,287,261,368,262
Aderemi/no_mask/Aderemi_1616415360.jpg,Aderemi,NO_MASK,217,112,0,0,316,241,393,255
Aderemi/no_mask/Aderemi_1616415361.jpg,Aderemi,NO_MASK,192,107,0,0,292,241,381,247
Aderemi/no_mask/Aderemi_1616415375.jpg,Aderemi,NO_MASK,211,148,0,0,288,247,371,250
Aderemi/no_mask/Aderemi_1616415836.jpg,Aderemi,NO_MASK,246,134,0,0,304,241,402,258
Aderemi/no_mask/Aderemi_1616415393.jpg,Aderemi,NO_MASK,201,130,0,0,269,250,362,246
Aderemi/no_mask/Aderemi_1616415387.jpg,Aderemi,NO_MASK,191,137,0,0,248,246,342,247
Aderemi/no_mask/Aderemi_1616415378.jpg,Aderemi,NO_MASK,203,151,0,0,267,249,359,253
Aderemi/no_mask/Aderemi_1616415344.jpg,Aderemi,NO_MASK,219,154,0,0,319,270,400,269
Aderemi/no_mask/Aderemi_1616415345.jpg,Aderemi,NO_MASK,196,157,0,0,243,289,333,277
Aderemi/no_mask/Aderemi_1616415379.jpg,Aderemi,NO_MASK,216,147,0,0,340,249,417,270
Aderemi/no_mask/Aderemi_1616415838.jpg,Aderemi,NO_MASK,241,138,0,0,328,253,426,265
Aderemi/no_mask/Aderemi_1616415384.jpg,Aderemi,NO_MASK,186,156,0,0,316,255,386,269
Aderemi/no_mask/Aderemi_1616415390.jpg,Aderemi,NO_MASK,192,132,0,0,260,255,358,255
Aderemi/no_mask/Aderemi_1616415347.jpg,Aderemi,NO_MASK,218,174,0,0,371,313,459,286
Aderemi/no_mask/Aderemi_1616415353.jpg,Aderemi,NO_MASK,198,130,0,0,259,219,351,222
Aderemi/no_mask/Aderemi_1616415352.jpg,Aderemi,NO_MASK,216,126,0,0,275,223,355,247
Aderemi/no_mask/Aderemi_1616415346.jpg,Aderemi,NO_MASK,203,137,0,0,275,248,361,248
Aderemi/no_mask/Aderemi_1616415391.jpg,Aderemi,NO_MASK,195,128,0,0,256,252,350,255
Aderemi/no_mask/Aderemi_1616415385.jpg,Aderemi,NO_MASK,209,152,0,0,308,265,385,268
Aderemi/no_mask/Aderemi_1616415381.jpg,Aderemi,NO_MASK,202,138,0,0,317,253,390,269
Aderemi/no_mask/Aderemi_1616415395.jpg,Aderemi,NO_MASK,215,149,0,0,290,264,387,268
Aderemi/no_mask/Aderemi_1616415342.jpg,Aderemi,NO_MASK,211,136,0,0,297,262,390,272
Aderemi/no_mask/Aderemi_1616415356.jpg,Aderemi,NO_MASK,216,123,0,0,275,251,365,260
Aderemi/no_mask/Aderemi_1616415357.jpg,Aderemi,NO_MASK,201,131,0,0,267,241,355,246
Aderemi/no_mask/Aderemi_1616415343.jpg,Aderemi,NO_MASK,211,157,0,0,305,268,396,270
Aderemi/no_mask/Aderemi_1616415380.jpg,Aderemi,NO_MASK,211,149,0,0,336,255,393,270
Aderemi/no_mask/Aderemi_1616415382.jpg,Aderemi,NO_MASK,199,163,0,0,311,255,387,268
Aderemi/no_mask/Aderemi_1616415355.jpg,Aderemi,NO_MASK,196,133,0,0,280,250,365,260
Aderemi/no_mask/Aderemi_1616415341.jpg,Aderemi,NO_MASK,208,160,0,0,299,273,385,271
Aderemi/no_mask/Aderemi_1616415369.jpg,Aderemi,NO_MASK,201,126,0,0,265,225,366,218
Aderemi/no_mask/Aderemi_1616415368.jpg,Aderemi,NO_MASK,202,130,0,0,280,237,380,243
Aderemi/no_mask/Aderemi_1616415340.jpg,Aderemi,NO_MASK,234,152,0,0,318,265,410,265
Aderemi/no_mask/Aderemi_1616415354.jpg,Aderemi,NO_MASK,192,127,0,0,280,242,371,248
Aderemi/no_mask/Aderemi_1616415383.jpg,Aderemi,NO_MASK,198,148,0,0,305,253,390,272
Aderemi/no_mask/Aderemi_1616415694.jpg,Aderemi,NO_MASK,249,124,0,0,288,236,381,246
Aderemi/no_mask/Aderemi_1616415680.jpg,Aderemi,NO_MASK,218,124,0,0,268,234,345,229
Aderemi/no_mask/Aderemi_1616415333.jpg,Aderemi,NO_MASK,237,164,0,0,311,271,392,276
Aderemi/no_mask/Aderemi_1616415327.jpg,Aderemi,NO_MASK,227,145,0,0,290,260,384,258
Aderemi/no_mask/Aderemi_1616415326.jpg,Aderemi,NO_MASK,230,153,0,0,304,266,393,273
Aderemi/no_mask/Aderemi_1616415332.jpg,Aderemi,NO_MASK,263,171,0,0,332,274,422,278
Aderemi/no_mask/Aderemi_1616415681.jpg,Aderemi,NO_MASK,209,121,0,0,267,236,345,233
Aderemi/no_mask/Aderemi_1616415668.jpg,Aderemi,NO_MASK,266,125,0,0,327,233,423,244
Aderemi/no_mask/Aderemi_1616415324.jpg,Aderemi,NO_MASK,214,159,0,0,311,268,381,276
Aderemi/no_mask/Aderemi_1616415330.jpg,Aderemi,NO_MASK,236,143,0,0,274,275,332,259
Aderemi/no_mask/Aderemi_1616415331.jpg,Aderemi,NO_MASK,248,161,0,0,323,285,415,273
Aderemi/no_mask/Aderemi_1616415325.jpg,Aderemi,NO_MASK,224,165,0,0,302,272,388,276
Aderemi/no_mask/Aderemi_1616415319.jpg,Aderemi,NO_MASK,218,155,0,0,301,257,392,264
Aderemi/no_mask/Aderemi_1616415669.jpg,Aderemi,NO_MASK,254,139,0,0,337,250,423,253
Aderemi/no_mask/Aderemi_1616415686.jpg,Aderemi,NO_MASK,195,159,0,0,313,282,377,281
Aderemi/no_mask/Aderemi_1616415679.jpg,Aderemi,NO_MASK,216,126,0,0,268,234,353,230
Aderemi/no_mask/Aderemi_1616415321.jpg,Aderemi,NO_MASK,224,169,0,0,300,263,379,264
Aderemi/no_mask/Aderemi_1616415335.jpg,Aderemi,NO_MASK,260,190,0,0,341,298,436,303
Aderemi/no_mask/Aderemi_1616415334.jpg,Aderemi,NO_MASK,213,159,0,0,297,258,374,258
Aderemi/no_mask/Aderemi_1616415320.jpg,Aderemi,NO_MASK,217,161,0,0,301,258,384,262
Aderemi/no_mask/Aderemi_1616415678.jpg,Aderemi,NO_MASK,214,127,0,0,272,224,358,229
Aderemi/no_mask/Aderemi_1616415693.jpg,Aderemi,NO_MASK,232,122,0,0,312,237,397,244
Aderemi/no_mask/Aderemi_1616415687.jpg,Aderemi,NO_MASK,195,158,0,0,305,272,378,280
Aderemi/no_mask/Aderemi_1616415849.jpg,Aderemi,NO_MASK,252,140,0,0,318,261,412,273
Aderemi/no_mask/Aderemi_1616415685.jpg,Aderemi,NO_MASK,195,172,0,0,297,276,377,277
Aderemi/no_mask/Aderemi_1616415336.jpg,Aderemi,NO_MASK,263,170,0,0,334,291,435,291
Aderemi/no_mask/Aderemi_1616415322.jpg,Aderemi,NO_MASK,226,153,0,0,359,253,420,269
Aderemi/no_mask/Aderemi_1616415323.jpg,Aderemi,NO_MASK,223,178,0,0,376,265,424,281
Aderemi/no_mask/Aderemi_1616415337.jpg,Aderemi,NO_MASK,271,154,0,0,338,267,432,292
Aderemi/bad_mask/Aderemi_1616416828.jpg,Aderemi,BAD_MASK,197,77,0,0,309,228,398,244
Aderemi/bad_mask/Aderemi_1616416800.jpg,Aderemi,BAD_MASK,190,98,0,0,280,230,391,235
Aderemi/bad_mask/Aderemi_1616416790.jpg,Aderemi,BAD_MASK,184,101,0,0,255,193,334,194
Aderemi/bad_mask/Aderemi_1616416784.jpg,Aderemi,BAD_MASK,298,120,0,0,455,242,500,248
Aderemi/bad_mask/Aderemi_1616416746.jpg,Aderemi,BAD_MASK,192,94,0,0,317,242,414,256
Aderemi/bad_mask/Aderemi_1616416785.jpg,Aderemi,BAD_MASK,292,123,0,0,442,241,493,254
Aderemi/bad_mask/Aderemi_1616416791.jpg,Aderemi,BAD_MASK,177,102,0,0,247,184,343,192
Aderemi/bad_mask/Aderemi_1616416801.jpg,Aderemi,BAD_MASK,207,96,0,0,283,220,386,233
Aderemi/bad_mask/Aderemi_1616416829.jpg,Aderemi,BAD_MASK,215,76,0,0,310,230,402,253
Aderemi/bad_mask/Aderemi_1616416817.jpg,Aderemi,BAD_MASK,221,83,0,0,310,248,411,265
Aderemi/bad_mask/Aderemi_1616416803.jpg,Aderemi,BAD_MASK,183,96,0,0,325,225,422,228
Aderemi/bad_mask/Aderemi_1616416787.jpg,Aderemi,BAD_MASK,147,132,0,0,215,260,320,275
Aderemi/bad_mask/Aderemi_1616416750.jpg,Aderemi,BAD_MASK,212,113,0,0,294,262,391,282
Aderemi/bad_mask/Aderemi_1616416779.jpg,Aderemi,BAD_MASK,189,118,0,0,277,237,369,244
Aderemi/bad_mask/Aderemi_1616416745.jpg,Aderemi,BAD_MASK,194,110,0,0,277,245,368,257
Aderemi/bad_mask/Aderemi_1616416802.jpg,Aderemi,BAD_MASK,204,101,0,0,281,212,382,221
Aderemi/bad_mask/Aderemi_1616416782.jpg,Aderemi,BAD_MASK,136,112,0,0,156,205,205,225
Aderemi/bad_mask/Aderemi_1616416769.jpg,Aderemi,BAD_MASK,200,87,0,0,271,232,376,242
Aderemi/bad_mask/Aderemi_1616416768.jpg,Aderemi,BAD_MASK,177,82,0,0,277,229,383,237
Aderemi/bad_mask/Aderemi_1616416839.jpg,Aderemi,BAD_MASK,168,87,0,0,243,250,344,260
Aderemi/bad_mask/Aderemi_1616416781.jpg,Aderemi,BAD_MASK,145,110,0,0,161,210,217,230
Aderemi/bad_mask/Aderemi_1616416743.jpg,Aderemi,BAD_MASK,197,106,0,0,276,254,374,263
Aderemi/bad_mask/Aderemi_1616416804.jpg,Aderemi,BAD_MASK,182,103,0,0,303,230,399,227
Aderemi/bad_mask/Aderemi_1616417002.jpg,Aderemi,BAD_MASK,244,106,0,0,328,216,421,244
Aderemi/bad_mask/Aderemi_1616416693.jpg,Aderemi,BAD_MASK,191,117,0,0,269,242,382,236
Aderemi/bad_mask/Aderemi_1616416644.jpg,Aderemi,BAD_MASK,208,104,0,0,319,245,420,252
Aderemi/bad_mask/Aderemi_1616416650.jpg,Aderemi,BAD_MASK,162,112,0,0,225,223,315,227
Aderemi/bad_mask/Aderemi_1616416678.jpg,Aderemi,BAD_MASK,202,98,0,0,286,229,389,235
Aderemi/bad_mask/Aderemi_1616416719.jpg,Aderemi,BAD_MASK,194,99,0,0,347,254,429,261
Aderemi/bad_mask/Aderemi_1616416731.jpg,Aderemi,BAD_MASK,216,112,0,0,396,245,437,254
Aderemi/bad_mask/Aderemi_1616416679.jpg,Aderemi,BAD_MASK,218,97,0,0,263,208,358,234
Aderemi/bad_mask/Aderemi_1616416651.jpg,Aderemi,BAD_MASK,164,111,0,0,222,221,321,226
Aderemi/bad_mask/Aderemi_1616416645.jpg,Aderemi,BAD_MASK,209,115,0,0,313,236,418,251
Aderemi/bad_mask/Aderemi_1616416692.jpg,Aderemi,BAD_MASK,185,115,0,0,273,237,377,240
Aderemi/bad_mask/Aderemi_1616416686.jpg,Aderemi,BAD_MASK,163,114,0,0,250,230,346,222
Aderemi/bad_mask/Aderemi_1616417003.jpg,Aderemi,BAD_MASK,226,96,0,0,310,210,415,245
Aderemi/bad_mask/Aderemi_1616417001.jpg,Aderemi,BAD_MASK,221,112,0,0,317,210,415,237
Aderemi/bad_mask/Aderemi_1616416848.jpg,Aderemi,BAD_MASK,220,116,0,0,340,302,445,335
Aderemi/bad_mask/Aderemi_1616416684.jpg,Aderemi,BAD_MASK,166,80,0,0,257,216,364,227
Aderemi/bad_mask/Aderemi_1616416653.jpg,Aderemi,BAD_MASK,202,122,0,0,371,238,435,257
Aderemi/bad_mask/Aderemi_1616416647.jpg,Aderemi,BAD_MASK,202,117,0,0,284,240,385,245
Aderemi/bad_mask/Aderemi_1616416646.jpg,Aderemi,BAD_MASK,206,120,0,0,314,247,413,252
Aderemi/bad_mask/Aderemi_1616416685.jpg,Aderemi,BAD_MASK,155,115,0,0,244,239,344,220
Aderemi/bad_mask/Aderemi_1616416691.jpg,Aderemi,BAD_MASK,194,112,0,0,282,238,385,238
Aderemi/bad_mask/Aderemi_1616416849.jpg,Aderemi,BAD_MASK,218,111,0,0,321,267,424,292
Aderemi/bad_mask/Aderemi_1616417004.jpg,Aderemi,BAD_MASK,209,109,0,0,301,220,402,245
Aderemi/bad_mask/Aderemi_1616416681.jpg,Aderemi,BAD_MASK,175,108,0,0,302,229,394,234
Aderemi/bad_mask/Aderemi_1616416656.jpg,Aderemi,BAD_MASK,194,125,0,0,313,239,402,247
Aderemi/bad_mask/Aderemi_1616416723.jpg,Aderemi,BAD_MASK,204,105,0,0,310,264,396,267
Aderemi/bad_mask/Aderemi_1616416669.jpg,Aderemi,BAD_MASK,189,124,0,0,265,197,363,197
Aderemi/bad_mask/Aderemi_1616416655.jpg,Aderemi,BAD_MASK,205,127,0,0,361,233,427,254
Aderemi/bad_mask/Aderemi_1616416735.jpg,Aderemi,BAD_MASK,206,105,0,0,293,263,391,281
Aderemi/bad_mask/Aderemi_1616416721.jpg,Aderemi,BAD_MASK,230,112,0,0,283,237,369,256
Aderemi/bad_mask/Aderemi_1616416720.jpg,Aderemi,BAD_MASK,198,114,0,0,291,275,387,278
Aderemi/bad_mask/Aderemi_1616416654.jpg,Aderemi,BAD_MASK,201,134,0,0,358,235,426,254
Aderemi/bad_mask/Aderemi_1616416842.jpg,Aderemi,BAD_MASK,192,89,0,0,321,234,419,244
Aderemi/bad_mask/Aderemi_1616416856.jpg,Aderemi,BAD_MASK,216,85,0,0,287,244,389,250
Aderemi/bad_mask/Aderemi_1616416705.jpg,Aderemi,BAD_MASK,205,101,0,0,305,229,402,239
Aderemi/bad_mask/Aderemi_1616416704.jpg,Aderemi,BAD_MASK,194,97,0,0,300,225,407,238
Aderemi/bad_mask/Aderemi_1616416670.jpg,Aderemi,BAD_MASK,199,119,0,0,273,198,362,199
